"","Año","Clave_Ent","Entidad","Bien.jurídico.afectado","Tipo.de.delito","Subtipo.de.delito","Modalidad","Sexo","Rango.de.edad","Enero","Febrero","Marzo","Abril","Mayo","Junio","Julio","Agosto","Septiembre","Octubre","Noviembre","Diciembre"
"108",2019,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","No especificado","Mujer","Adultos (18 y más)",0,1,2,3,0,0,1,0,1,0,2,2
"109",2019,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con arma de fuego","Mujer","Adultos (18 y más)",1,0,3,1,0,1,1,0,0,2,1,2
"110",2019,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con arma blanca","Mujer","Adultos (18 y más)",1,1,0,0,2,1,1,4,0,2,0,3
"111",2019,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con otro elemento","Mujer","Adultos (18 y más)",2,0,0,0,0,1,1,0,3,1,2,1
"112",2019,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","No especificado","Mujer","Adultos (18 y más)",0,0,0,0,0,0,0,0,1,1,0,0
"113",2019,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma de fuego","Mujer","No especificado",1,4,5,2,0,1,3,3,4,0,0,1
"114",2019,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma blanca","Mujer","No especificado",0,0,0,0,0,0,1,0,0,0,1,0
"115",2019,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con otro elemento","Mujer","No especificado",1,1,0,3,3,0,3,3,4,1,0,0
"116",2019,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","No especificado","Mujer","No especificado",3,3,0,3,4,7,8,0,5,0,7,2
"117",2019,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con arma de fuego","Mujer","No especificado",0,0,0,0,0,0,0,0,0,0,0,0
"118",2019,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con arma blanca","Mujer","No especificado",0,0,0,1,0,0,0,1,0,0,0,0
"119",2019,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con otro elemento","Mujer","No especificado",1,3,0,0,1,1,3,1,0,0,0,1
"120",2019,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","No especificado","Mujer","No especificado",0,3,1,0,1,0,0,0,0,0,1,0
"121",2020,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma de fuego","Mujer","Menores de edad (0-17)",1,0,0,0,0,0,1,2,0,1,0,0
"122",2020,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma blanca","Mujer","Menores de edad (0-17)",0,0,0,0,0,0,0,0,0,0,0,0
"123",2020,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con otro elemento","Mujer","Menores de edad (0-17)",1,0,0,0,0,0,0,0,0,1,0,0
"124",2020,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","No especificado","Mujer","Menores de edad (0-17)",0,0,0,0,0,0,1,0,1,0,0,0
"125",2020,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con arma de fuego","Mujer","Menores de edad (0-17)",0,0,0,0,0,0,1,0,0,0,0,0
"126",2020,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con arma blanca","Mujer","Menores de edad (0-17)",0,0,0,0,0,0,0,0,0,0,0,0
"127",2020,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con otro elemento","Mujer","Menores de edad (0-17)",0,0,2,1,0,0,0,0,0,0,1,1
"128",2020,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","No especificado","Mujer","Menores de edad (0-17)",0,0,0,0,0,0,0,0,0,0,0,1
"129",2020,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma de fuego","Mujer","Adultos (18 y más)",11,10,8,7,7,8,7,9,8,7,6,4
"130",2020,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma blanca","Mujer","Adultos (18 y más)",0,0,0,2,0,0,2,0,2,1,0,0
"131",2020,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con otro elemento","Mujer","Adultos (18 y más)",8,2,3,4,2,1,2,2,6,15,5,1
"132",2020,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","No especificado","Mujer","Adultos (18 y más)",0,1,0,2,1,0,3,0,1,2,0,0
"133",2020,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con arma de fuego","Mujer","Adultos (18 y más)",1,0,0,1,0,0,1,0,3,4,1,4
"134",2020,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con arma blanca","Mujer","Adultos (18 y más)",0,1,3,3,2,1,0,2,2,1,1,1
"135",2020,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con otro elemento","Mujer","Adultos (18 y más)",2,2,1,3,2,2,1,1,0,3,2,1
"136",2020,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","No especificado","Mujer","Adultos (18 y más)",0,0,0,0,2,1,0,0,0,0,1,1
"137",2020,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma de fuego","Mujer","No especificado",2,0,0,0,0,1,2,2,0,1,0,0
"138",2020,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma blanca","Mujer","No especificado",0,0,1,0,0,0,1,0,0,0,0,0
"139",2020,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con otro elemento","Mujer","No especificado",1,0,1,0,0,0,1,1,1,0,0,1
"140",2020,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","No especificado","Mujer","No especificado",2,0,2,0,1,6,2,4,0,1,3,0
"141",2020,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con arma de fuego","Mujer","No especificado",0,0,0,0,0,0,0,0,0,0,0,1
"142",2020,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con arma blanca","Mujer","No especificado",0,0,0,0,0,0,0,0,0,1,0,0
"143",2020,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con otro elemento","Mujer","No especificado",1,1,0,0,0,0,0,1,0,0,0,1
"144",2020,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","No especificado","Mujer","No especificado",0,0,0,0,0,0,0,0,0,0,0,2
"145",2021,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma de fuego","Mujer","Menores de edad (0-17)",0,2,0,3,0,1,1,0,1,1,2,1
"146",2021,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma blanca","Mujer","Menores de edad (0-17)",0,0,0,0,0,0,0,0,0,0,0,0
"147",2021,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con otro elemento","Mujer","Menores de edad (0-17)",0,0,0,0,0,1,0,0,0,0,0,0
"148",2021,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","No especificado","Mujer","Menores de edad (0-17)",0,0,0,0,0,0,0,0,0,0,0,0
"149",2021,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con arma de fuego","Mujer","Menores de edad (0-17)",0,0,0,0,0,0,0,0,0,0,0,1
"150",2021,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con arma blanca","Mujer","Menores de edad (0-17)",0,1,0,0,0,0,0,0,0,1,0,0
"151",2021,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con otro elemento","Mujer","Menores de edad (0-17)",0,0,0,0,3,1,0,1,1,0,0,0
"152",2021,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","No especificado","Mujer","Menores de edad (0-17)",0,0,0,0,0,0,0,0,0,0,0,0
"153",2021,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma de fuego","Mujer","Adultos (18 y más)",9,10,10,6,9,5,8,9,8,8,4,8
"154",2021,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma blanca","Mujer","Adultos (18 y más)",1,1,2,1,3,1,0,2,0,2,2,2
"155",2021,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con otro elemento","Mujer","Adultos (18 y más)",4,2,2,3,3,2,3,3,4,2,3,1
"156",2021,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","No especificado","Mujer","Adultos (18 y más)",1,3,1,2,5,0,2,1,3,0,1,1
"157",2021,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con arma de fuego","Mujer","Adultos (18 y más)",1,2,3,3,0,2,0,2,0,0,3,0
"158",2021,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con arma blanca","Mujer","Adultos (18 y más)",1,2,1,3,3,2,0,2,1,2,0,2
"159",2021,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con otro elemento","Mujer","Adultos (18 y más)",2,2,3,3,7,1,1,1,0,2,1,3
"160",2021,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","No especificado","Mujer","Adultos (18 y más)",0,0,0,0,0,1,0,0,0,0,0,0
"161",2021,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma de fuego","Mujer","No especificado",0,0,0,0,0,1,1,1,0,0,1,0
"162",2021,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma blanca","Mujer","No especificado",0,0,0,1,0,0,2,0,0,0,0,0
"163",2021,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con otro elemento","Mujer","No especificado",2,0,0,1,0,2,0,0,0,0,1,1
"164",2021,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","No especificado","Mujer","No especificado",0,0,1,0,0,0,1,1,2,0,1,0
"165",2021,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con arma de fuego","Mujer","No especificado",0,0,0,0,0,1,0,0,0,0,0,0
"166",2021,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con arma blanca","Mujer","No especificado",0,0,0,0,0,0,0,0,0,0,0,0
"167",2021,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con otro elemento","Mujer","No especificado",0,0,1,0,2,1,0,0,0,0,0,0
"168",2021,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","No especificado","Mujer","No especificado",0,0,0,0,0,0,0,0,0,0,0,0
"169",2022,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma de fuego","Mujer","Menores de edad (0-17)",1,0,0,0,0,1,1,0,0,0,1,1
"170",2022,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma blanca","Mujer","Menores de edad (0-17)",0,0,0,0,0,0,0,0,0,0,0,0
"171",2022,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con otro elemento","Mujer","Menores de edad (0-17)",1,0,0,1,0,0,1,0,0,2,0,0
"172",2022,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","No especificado","Mujer","Menores de edad (0-17)",0,0,0,0,0,0,0,0,0,0,0,0
"173",2022,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con arma de fuego","Mujer","Menores de edad (0-17)",0,0,0,0,0,0,0,0,0,0,0,0
"174",2022,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con arma blanca","Mujer","Menores de edad (0-17)",0,1,0,0,0,0,0,1,0,0,0,0
"175",2022,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con otro elemento","Mujer","Menores de edad (0-17)",0,1,0,0,1,0,0,0,0,0,0,0
"176",2022,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","No especificado","Mujer","Menores de edad (0-17)",0,0,0,0,0,0,0,0,0,0,0,1
"177",2022,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma de fuego","Mujer","Adultos (18 y más)",10,8,2,0,10,11,12,8,8,2,6,5
"178",2022,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma blanca","Mujer","Adultos (18 y más)",0,1,0,9,0,2,0,2,1,2,5,1
"179",2022,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con otro elemento","Mujer","Adultos (18 y más)",1,3,1,2,1,1,1,3,3,2,3,2
"180",2022,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","No especificado","Mujer","Adultos (18 y más)",2,0,1,2,0,1,0,0,1,2,2,1
"181",2022,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con arma de fuego","Mujer","Adultos (18 y más)",0,0,2,0,0,1,0,2,0,1,0,1
"182",2022,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con arma blanca","Mujer","Adultos (18 y más)",1,1,0,1,0,1,0,0,1,3,0,1
"183",2022,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con otro elemento","Mujer","Adultos (18 y más)",4,0,1,1,2,1,0,0,1,3,2,2
"184",2022,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","No especificado","Mujer","Adultos (18 y más)",0,0,0,0,0,0,0,0,0,0,0,0
"185",2022,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma de fuego","Mujer","No especificado",1,0,0,0,2,1,0,2,0,3,2,0
"186",2022,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma blanca","Mujer","No especificado",0,0,0,0,0,1,0,0,0,0,0,0
"187",2022,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con otro elemento","Mujer","No especificado",0,0,2,1,1,0,0,2,1,1,0,1
"188",2022,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","No especificado","Mujer","No especificado",0,0,0,0,2,0,2,1,0,4,0,0
"189",2022,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con arma de fuego","Mujer","No especificado",0,0,0,0,0,0,0,0,0,0,0,0
"190",2022,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con arma blanca","Mujer","No especificado",0,0,0,0,0,0,0,0,0,0,0,0
"191",2022,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con otro elemento","Mujer","No especificado",0,0,0,0,0,0,0,0,0,0,0,0
"192",2022,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","No especificado","Mujer","No especificado",0,0,0,0,0,0,0,0,0,0,0,0
"193",2023,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma de fuego","Mujer","Menores de edad (0-17)",0,0,0,2,1,1,1,0,0,1,0,1
"194",2023,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma blanca","Mujer","Menores de edad (0-17)",0,0,0,0,0,1,0,0,0,0,0,0
"195",2023,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con otro elemento","Mujer","Menores de edad (0-17)",0,0,0,0,0,1,0,1,0,0,0,0
"196",2023,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","No especificado","Mujer","Menores de edad (0-17)",0,0,0,0,0,0,0,0,0,0,0,0
"197",2023,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con arma de fuego","Mujer","Menores de edad (0-17)",0,0,0,0,0,0,1,0,0,0,0,0
"198",2023,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con arma blanca","Mujer","Menores de edad (0-17)",1,0,0,0,0,0,0,0,0,0,1,0
"199",2023,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con otro elemento","Mujer","Menores de edad (0-17)",0,2,0,0,0,2,0,0,1,1,0,0
"200",2023,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","No especificado","Mujer","Menores de edad (0-17)",0,0,0,0,0,0,0,0,0,0,0,0
"201",2023,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma de fuego","Mujer","Adultos (18 y más)",7,3,4,4,7,5,0,3,1,3,2,5
"202",2023,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma blanca","Mujer","Adultos (18 y más)",1,0,0,0,0,2,0,2,4,0,3,1
"203",2023,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con otro elemento","Mujer","Adultos (18 y más)",2,2,1,4,2,2,1,2,5,1,3,1
"204",2023,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","No especificado","Mujer","Adultos (18 y más)",1,3,4,1,0,0,0,0,0,0,1,0
"205",2023,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con arma de fuego","Mujer","Adultos (18 y más)",3,1,0,0,1,1,1,0,0,1,1,0
"206",2023,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con arma blanca","Mujer","Adultos (18 y más)",1,0,0,1,0,5,1,1,0,1,1,0
"207",2023,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con otro elemento","Mujer","Adultos (18 y más)",1,1,0,2,1,0,1,0,1,0,1,1
"208",2023,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","No especificado","Mujer","Adultos (18 y más)",0,0,0,0,0,0,0,0,0,0,0,0
"209",2023,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma de fuego","Mujer","No especificado",2,0,1,0,1,2,0,0,0,1,0,0
"210",2023,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma blanca","Mujer","No especificado",1,0,0,0,1,0,0,1,0,0,1,1
"211",2023,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con otro elemento","Mujer","No especificado",0,0,0,1,1,0,0,1,1,1,2,0
"212",2023,14,"Jalisco","La vida y la Integridad corporal","Homicidio","Homicidio doloso","No especificado","Mujer","No especificado",0,3,12,0,1,6,1,1,1,1,0,0
"213",2023,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con arma de fuego","Mujer","No especificado",0,0,0,0,0,0,0,0,0,0,0,0
"214",2023,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con arma blanca","Mujer","No especificado",0,0,0,0,0,0,0,0,0,0,0,0
"215",2023,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","Con otro elemento","Mujer","No especificado",0,0,0,0,0,0,0,0,0,0,0,0
"216",2023,14,"Jalisco","La vida y la Integridad corporal","Feminicidio","Feminicidio","No especificado","Mujer","No especificado",0,0,0,0,0,0,0,0,0,0,0,0
